# stock1, stock2, stock3, stock4
1.521787431916601008e+03,1.947769459757727475e+02,7.222290533164532178e+01,4.572913755258056199e+02
1.611035662552902977e+03,2.005080802767357113e+02,7.283846901821576125e+01,5.294782611994769468e+02
1.603077228188048821e+03,1.990875092790911651e+02,7.637224400949419589e+01,5.500450467407599717e+02
1.422644649142676144e+03,2.019324701292220539e+02,7.610520287391229033e+01,5.031171069278713617e+02
1.344237209084877804e+03,2.033217314638609992e+02,7.787277669452646478e+01,4.959239832878226366e+02
1.346649005097388908e+03,2.049162774345624030e+02,7.718852961083750586e+01,5.316829191560432264e+02
1.302117991635794851e+03,2.062296797203011920e+02,7.494876295961816481e+01,5.698193825202204152e+02
1.240708063172090078e+03,2.072428437766295701e+02,7.285062355998663008e+01,5.397153208766011403e+02
1.279754352272766937e+03,2.076268193156742257e+02,7.066151406387163547e+01,5.729656705469859617e+02
1.233672218455420989e+03,2.109700285305136163e+02,7.278435764728526181e+01,5.354338309253507759e+02
1.247313060028685641e+03,2.107893689935122552e+02,7.266134517306790030e+01,5.248565364810789333e+02
1.218321322555821325e+03,2.097041389485679019e+02,7.361316616928540668e+01,5.179485211041634329e+02
1.278175590690835861e+03,2.093106532638917656e+02,7.473736346043556011e+01,5.561487424462368381e+02
1.372824850070840284e+03,2.096155447805203949e+02,7.469315741529383956e+01,5.181926621469086740e+02
1.407486032629156625e+03,2.095541421750457687e+02,7.394195459642683943e+01,5.060183147779631554e+02
1.389224432566795940e+03,2.099866531424336813e+02,7.421535402231633327e+01,5.181694325278908764e+02
1.369827529074277209e+03,2.088713641276056876e+02,7.402717998242069086e+01,5.631465165158955415e+02
1.419092591295549710e+03,2.066588884443794996e+02,7.509442233802838018e+01,5.416663454249885490e+02
1.424494152155559959e+03,2.072961195510003733e+02,7.324872060113814598e+01,4.950865015504020334e+02
1.448245262831470200e+03,2.071291242897796678e+02,7.246951380743756488e+01,4.764636407927483788e+02
1.369601430755548790e+03,2.058723342939896099e+02,7.265586782851741532e+01,5.061343718847532500e+02
1.359046249865797563e+03,2.043448133297836193e+02,6.906849172889023691e+01,4.966587468756308681e+02
1.316583700083671829e+03,2.048362467974130823e+02,6.913173571949094764e+01,5.007211171547223785e+02
1.291439044012511886e+03,2.049781719689559338e+02,7.114308181378392248e+01,5.007667869053301501e+02
1.341821873516621963e+03,2.068335533966615287e+02,7.026471975132632508e+01,5.149831235193663588e+02
1.428173370507908430e+03,2.057325023663241552e+02,6.802673600016615296e+01,5.225608351970205376e+02
1.448935164894909121e+03,2.073992742779793161e+02,6.973028538482238048e+01,4.929499151000123902e+02
1.423874010680150832e+03,2.065322996359072647e+02,7.275410849993906481e+01,4.562844020268125860e+02
1.468869119895487756e+03,2.089181529066227085e+02,7.351358197443987308e+01,4.634991741463093717e+02
1.420463154524557922e+03,2.070011525633335907e+02,7.725993403740430665e+01,4.755865073145582755e+02
1.407975986886731789e+03,2.090740887053364645e+02,7.546524148641350394e+01,4.764408738413268907e+02
1.477872901403700325e+03,2.064319880210047131e+02,7.515989809736223037e+01,5.001493694602147571e+02
1.444847532345143918e+03,2.079749814834042070e+02,7.661846161842316860e+01,5.444130790500870489e+02
1.328936899309149794e+03,2.071837744994676882e+02,7.481992295154107353e+01,5.365173160476286967e+02
1.353186257514013505e+03,2.100459181429979765e+02,7.526559126964386337e+01,5.589203601614661920e+02
1.528245533883613234e+03,2.130008080001166491e+02,7.568413396121155756e+01,5.947942419119456190e+02
1.484030723164675692e+03,2.129684679936989937e+02,7.521629104946315181e+01,6.141251649431211490e+02
1.479073967987461401e+03,2.124927102568207147e+02,7.542926705603700555e+01,6.903925355486028366e+02
1.505746748581222619e+03,2.146943010065748751e+02,7.669592100668211287e+01,6.804743862316348668e+02
1.543686719919816142e+03,2.188895294467874635e+02,7.595055122040753304e+01,6.907163003805405879e+02
1.567785025725174592e+03,2.224857609069141802e+02,7.259873456425879112e+01,6.861126409049305721e+02
1.738206161380822550e+03,2.218343389536813675e+02,7.597534516184269648e+01,6.180490439904447157e+02
1.613305763642737475e+03,2.224203154878410942e+02,7.753603074038430520e+01,6.889650333932094100e+02
1.586270928394599650e+03,2.226178382108305698e+02,8.240236968798656392e+01,6.295404181815401898e+02
1.579875124620808947e+03,2.197916887703248392e+02,8.315618253012488026e+01,6.258840773804623723e+02
1.574493356140040305e+03,2.194861365016576542e+02,8.103874196492952819e+01,6.045268951066472027e+02
1.610922468870860030e+03,2.191573427308148609e+02,7.859700657006011681e+01,5.699413218120020019e+02
1.572092697388467514e+03,2.224613136604684769e+02,7.695059938630377872e+01,6.257899205898970649e+02
1.484053032153230106e+03,2.208235728269831384e+02,7.847755377959124701e+01,6.056516493105183372e+02
1.584696632418269019e+03,2.207838844149023316e+02,7.913429278937006472e+01,5.834161253980247466e+02
1.610313994212575835e+03,2.268433081026330740e+02,8.282649958423741055e+01,6.107301591113950963e+02
1.755874390253983393e+03,2.275037425228751147e+02,8.355178199205600720e+01,6.984749822545219331e+02
1.801538826741166531e+03,2.274453544434876164e+02,8.313665489532534991e+01,7.741940051911460614e+02
1.875464446116829777e+03,2.274530019894899624e+02,8.230720574947035573e+01,7.523280813310442454e+02
1.802755450751498529e+03,2.263981016618327260e+02,8.103063411751031708e+01,7.547986317185509506e+02
1.799487706056814659e+03,2.284857417152314838e+02,7.839919390592874038e+01,8.056470075087122495e+02
1.674899012301867060e+03,2.306088004248940990e+02,7.815143835435614506e+01,8.247355292775730504e+02
1.646456994282922551e+03,2.284698363355880417e+02,7.653802227489974541e+01,9.847113455277366256e+02
1.627061530763131259e+03,2.360626113226137761e+02,7.629034198889721097e+01,1.034078383988149426e+03
1.596360626454867315e+03,2.358695457445852526e+02,7.626593384996172631e+01,1.063706186208069994e+03
1.563441231607381269e+03,2.331936891621647021e+02,7.321737976654590341e+01,1.051357489979504180e+03
1.655766419638685875e+03,2.330455453361875300e+02,7.660337214870611433e+01,1.051828078543720494e+03
1.515651848631267512e+03,2.343655688257351812e+02,7.314081055301640788e+01,1.021911533433260274e+03
1.434543243442275070e+03,2.382733874694942813e+02,6.922630196201329511e+01,1.040482310832044959e+03
1.417386359420972894e+03,2.407362758822083606e+02,6.977268871496988822e+01,1.076571698748691688e+03
1.494895542318284697e+03,2.423409948167388279e+02,6.966255624211328268e+01,1.030767805950810953e+03
1.622064028134456521e+03,2.420614784946804150e+02,7.085561442093218432e+01,9.471560348172265549e+02
1.670148552790423992e+03,2.417020275291395137e+02,6.912847202022811643e+01,1.018120809003468253e+03
1.802207934311479221e+03,2.411703350890802540e+02,6.891752951226141022e+01,1.072434285125496217e+03
1.746159798666886218e+03,2.409440105620709005e+02,7.400851935699058970e+01,1.091127679816822365e+03
1.942645690710047347e+03,2.387205579218440619e+02,7.559744331002761442e+01,1.220480202455584049e+03
1.871890300512582371e+03,2.390602468114607007e+02,7.597311352867536982e+01,1.137500788254589679e+03
1.701662851426657426e+03,2.407347356561238598e+02,7.451277349482661805e+01,1.239219965272555100e+03
1.661632643013479537e+03,2.394552432643097291e+02,7.587257986621585815e+01,1.099530385474520017e+03
1.590185384084168618e+03,2.427116086491445230e+02,7.617400581305196283e+01,1.074632868410884385e+03
1.655188637941389061e+03,2.415040630907473371e+02,7.526249607531673291e+01,1.139915994761418460e+03
1.477054852984828131e+03,2.432040364237265351e+02,7.418736956623389744e+01,1.198157384910821747e+03
1.473029255263253617e+03,2.423486021001976951e+02,7.387692708938928376e+01,1.092573303113628072e+03
1.465173751871422155e+03,2.426368579862055981e+02,7.171873980711627894e+01,1.208560738813195030e+03
1.540829439782845157e+03,2.438792652098390192e+02,7.398148084412608227e+01,1.307478209079029284e+03
1.592098264152093407e+03,2.440343158926596629e+02,7.320667771128813683e+01,1.337528366355278649e+03
1.572142024138634497e+03,2.432094144113086713e+02,7.081860788020446762e+01,1.172991532272121958e+03
1.590641654562219856e+03,2.417708684359782012e+02,7.473818841559914006e+01,1.135238479944749997e+03
1.605641156148346226e+03,2.421710959766030555e+02,7.753810619788012559e+01,1.227001777163515271e+03
1.640760320183813292e+03,2.416121405881145563e+02,8.023330075542645545e+01,1.239648026463583619e+03
1.589771728211407208e+03,2.428412271138106746e+02,8.077937834253653193e+01,1.304147252076083078e+03
1.567111867902850918e+03,2.451203534990756907e+02,7.831230800951536253e+01,1.294986305662471750e+03
1.506753425930394087e+03,2.470876842123436177e+02,7.256848676371573958e+01,1.210969752772920856e+03
1.592133199538667441e+03,2.497206510120273322e+02,7.348609306515517403e+01,1.196821245379439006e+03
1.798772393682729671e+03,2.489026995480132882e+02,7.257132883110435273e+01,1.232799016240920992e+03
1.816833489933890178e+03,2.517880611815968166e+02,7.166570315969892135e+01,1.037035065702382326e+03
1.753722899399803737e+03,2.512249155729629138e+02,7.114136031065463328e+01,9.410437817215173482e+02
1.796262768803607969e+03,2.530864425357733580e+02,7.007920009600385924e+01,1.040334019063730921e+03
1.839567451943623382e+03,2.514994897061318682e+02,6.998786156573136452e+01,1.017491138385568433e+03
1.941545688373669464e+03,2.438413677954626451e+02,6.702413800341528827e+01,1.027604074549876941e+03
1.800506198475055044e+03,2.450071014553013811e+02,7.027325777523482486e+01,1.012963298807111414e+03
1.797004417846867227e+03,2.451556448172697742e+02,6.951618606692939295e+01,9.779065349858090030e+02
1.867636001728929159e+03,2.437347127505737490e+02,6.808468003321641504e+01,1.010914243966330218e+03
2.067154349175708830e+03,2.450306321988061313e+02,7.111841169594178780e+01,9.474291131342019980e+02
1.930783184140810135e+03,2.426168293576404551e+02,7.343162385316826146e+01,1.005762001471338522e+03
1.976900995164980031e+03,2.432884809775099484e+02,7.282256759196209828e+01,9.777145902712077259e+02
1.917897897017452351e+03,2.425809161772183700e+02,7.352364929436164687e+01,1.046746338723179406e+03
1.952551790394053114e+03,2.402911605211035635e+02,7.114167516199233887e+01,1.056716407531432196e+03
1.812504026270567465e+03,2.386838772572752703e+02,7.111325411897240656e+01,9.930915265022802032e+02
1.858272470645064914e+03,2.416341347537607191e+02,7.030806107995150001e+01,1.008088995488564365e+03
1.911173388635254014e+03,2.389551859586061937e+02,7.160345965412103908e+01,1.062624769027987440e+03
1.935848539452503019e+03,2.328717571063833134e+02,7.119523629566998579e+01,1.118232382792266435e+03
1.885781426151268306e+03,2.259679840506733512e+02,6.916941909889763451e+01,1.128024458556461468e+03
1.943812177074117699e+03,2.249919561382727693e+02,6.808434547980270679e+01,1.209005458474887519e+03
1.941885767717463978e+03,2.203098554266244093e+02,6.562274925217033683e+01,1.247504640620998089e+03
1.842530305155150927e+03,2.212895823408823901e+02,6.602461709681570312e+01,1.252781281904450225e+03
1.886593781266466522e+03,2.210342274103676914e+02,6.629019729217174017e+01,1.331522647254921367e+03
1.739467626228108884e+03,2.229893388743457194e+02,6.790961990413075000e+01,1.217683646229013902e+03
1.700489832234699861e+03,2.261464459891977015e+02,6.703414523250519608e+01,1.287293181754037960e+03
1.610280182541413978e+03,2.246021770403823439e+02,6.911077536819094291e+01,1.393087843920581008e+03
1.571996881641052823e+03,2.244910826156960866e+02,6.737686040185012359e+01,1.473015366357693438e+03
1.530868890244997829e+03,2.270907277489538671e+02,6.906480675701318717e+01,1.256414500242201029e+03
1.548852067339798850e+03,2.275070763072066313e+02,6.822387441289073706e+01,1.289167697755864083e+03
1.579582592726382700e+03,2.293760377943269191e+02,6.792979478476702582e+01,1.294446045313923150e+03
1.607034525698346215e+03,2.291276157836683751e+02,6.678595932014647474e+01,1.236726075723373015e+03
1.614481069961173489e+03,2.305660393533759702e+02,6.538782174379770140e+01,1.133523797068352451e+03
1.575377826985304864e+03,2.284437466536887769e+02,6.367236016926324282e+01,1.032800210209580655e+03
1.501369323903603572e+03,2.253883320598311286e+02,6.249655040584125487e+01,1.123818761246312533e+03
1.460883144714091031e+03,2.263126465689184386e+02,5.863755282309401906e+01,1.253963414159987224e+03
1.356538191707863007e+03,2.309883521032179488e+02,5.783381037849840567e+01,1.373806379933825838e+03
1.283871873362087172e+03,2.295779716814128619e+02,5.687741858242831228e+01,1.368097732104184843e+03
1.225079358633868651e+03,2.306757955643600440e+02,5.418758853314521673e+01,1.433302340667780072e+03
1.333718217632176902e+03,2.295764499930641023e+02,5.378334954663343126e+01,1.346585286038323829e+03
